Target_label,Version_code,Apk_size,Nlib,min_sdk,targ_sdk,Nperm,Ndang,Nnorm,Ncust,Nact,Nserv,Nintent,delay_last_release,release_time,note_length,chang_perc_note,Apk_size_changed,diff_Apk_size,Nlib_changed,diff_Nlib,min_sdk_changed,diff_min_sdk,targ_sdk_changed,diff_target_sdk,Nperm_changed,diff_Nperm,Ndang_changed,diff_Ndang,Nnorm_changed,diff_Nnorm,Ncust_changed,diff_Ncust,Nact_changed,diff_Nact,Nserv_changed,diff_Nserv,Nintent_changed,diff_Nintent,chang_perc_Apk_size,chang_perc_Nlib,chang_perc_min_sdk,chang_perc_targ_sdk,chang_perc_Nperm,chang_perc_Ndang,chang_perc_Nnorm,chang_perc_Ncust,chang_perc_Nact,chang_perc_Nserv,chang_perc_Nintent,hist_rating,hist_perc_neg_rating,last_rating,last_perc_neg_rating,prev_release_res,app_recent_rate_bad,app_hist_rate_bad,Negativity_ratio
1,282000013,35.12412,2,15,24,24,3,5,15,5,2,7,7,6,19,5.2632,1,0.0053,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0152,0,0,0,0,0,0,0,0,0,0,4.3992,5.0409,4.4201,4.3163,1,0.41,0.25,0.7027
3,283000013,36.11764,2,15,24,24,3,5,15,5,2,7,7,11,19,5.2632,1,0.9935,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.8286,0,0,0,0,0,0,0,0,0,0,4.4001,5.0113,4.4213,3.6161,1,0.41,0.25,3.224
3,283000023,36.11748,2,15,24,24,3,5,15,5,2,7,7,2,19,5.2632,1,-0.0002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0004,0,0,0,0,0,0,0,0,0,0,4.4003,5.0409,4.4205,16.5909,3,0.41,0.26,1.1717
1,284000013,39.20643,1,15,24,24,3,5,15,9,2,7,7,12,19,5.2632,1,3.0889,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0,0,0,0,8.5525,50,0,0,0,0,0,0,80,0,0,4.4005,5.0705,4.4212,6.0346,3,0.61,0.27,0.8438
3,285000003,39.60261,1,15,24,24,3,5,15,9,2,7,7,15,19,5.2632,1,0.3962,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0105,0,0,0,0,0,0,0,0,0,0,4.4005,5.0409,4.4218,4.3541,1,0.41,0.26,1.5157
3,285000013,39.60345,1,15,24,24,3,5,15,9,2,7,7,2,19,5.2632,1,0.0008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0021,0,0,0,0,0,0,0,0,0,0,4.4006,5.0705,4.4218,7.8212,3,0.61,0.27,1.3535
2,286000003,38.98405,1,15,27,24,3,5,15,8,2,8,7,10,19,5.2632,1,-0.6194,0,0,0,0,1,3,0,0,0,0,0,0,0,0,1,1,0,0,1,1,-1.564,0,0,12.5,0,0,0,0,11.1111,0,14.2857,4.4007,5.1084,4.4222,7.0068,3,0.81,0.28,1.0807
3,286000023,38.99099,1,15,27,24,3,5,15,8,2,8,7,5,19,5.2632,1,0.0069,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0178,0,0,0,0,0,0,0,0,0,0,4.4007,5.1463,4.4224,5.6075,2,0.61,0.28,1.2283
3,286000033,38.99304,1,15,27,24,3,5,15,8,2,8,7,4,19,5.2632,1,0.002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0052,0,0,0,0,0,0,0,0,0,0,4.4009,5.1503,4.4225,6.3789,3,0.61,0.29,1.2767
1,287000013,41.03539,1,15,27,22,2,5,14,9,2,9,7,4,19,5.2632,1,2.0424,0,0,0,0,0,0,1,2,1,1,0,0,1,1,1,1,0,0,1,1,5.2377,0,0,0,8.3333,33.3333,0,6.6667,12.5,0,12.5,4.401,5.1544,4.4228,6.6354,3,0.81,0.29,0.6939
3,287000033,41.04644,1,15,27,22,2,5,14,9,2,9,7,6,19,5.2632,1,0.011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0269,0,0,0,0,0,0,0,0,0,0,4.4012,5.1503,4.423,3.6108,1,0.61,0.29,1.8746
3,288000003,41.14425,1,15,27,22,2,5,14,9,2,9,7,7,19,5.2632,1,0.0978,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2383,0,0,0,0,0,0,0,0,0,0,4.4013,5.1544,4.4229,9.7545,3,0.61,0.3,1.4155
3,288000013,41.16528,1,15,27,22,2,5,14,9,2,9,7,6,19,5.2632,1,0.021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0511,0,0,0,0,0,0,0,0,0,0,4.4016,5.171,4.423,7.3826,3,0.81,0.31,1.5275
3,289000013,41.96936,1,15,27,22,2,5,14,9,2,9,7,11,19,5.2632,1,0.8041,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.9533,0,0,0,0,0,0,0,0,0,0,4.4018,5.1877,4.423,7.9831,3,0.81,0.31,1.1748
3,289000033,41.96899,1,15,27,22,2,5,14,9,2,9,7,4,19,5.2632,1,-0.0004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0009,0,0,0,0,0,0,0,0,0,0,4.402,5.1889,4.4232,6.1398,3,0.81,0.32,1.3952
3,290000003,41.98308,1,15,27,22,2,5,14,9,2,9,7,6,19,5.2632,1,0.0141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0336,0,0,0,0,0,0,0,0,0,0,4.4022,5.1901,4.4233,7.3049,3,1,0.33,1.6655
3,290000023,41.98478,1,15,27,22,2,5,14,9,2,9,7,12,19,5.2632,1,0.0017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0041,0,0,0,0,0,0,0,0,0,0,4.4022,5.1933,4.4233,8.7365,3,1,0.33,1.6071
3,291000013,42.06772,1,15,27,22,2,5,14,9,2,9,7,3,19,5.2632,1,0.0829,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1975,0,0,0,0,0,0,0,0,0,0,4.4022,5.1964,4.4234,8.4379,3,1,0.34,1.5015
3,292000003,42.13325,1,15,27,22,2,5,14,9,3,9,7,17,19,5.2632,1,0.0655,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0.1558,0,0,0,0,0,0,0,0,50,0,4.4024,5.2027,4.4234,7.8866,3,1,0.35,2.1975
3,292000013,42.13295,1,15,27,22,2,5,14,9,3,9,7,3,19,5.2632,1,-0.0003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0007,0,0,0,0,0,0,0,0,0,0,4.4025,5.209,4.4236,11.5789,3,1,0.35,1.5205
3,293000003,42.24834,1,15,27,22,2,5,14,9,3,9,7,7,19,5.2632,1,0.1154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2739,0,0,0,0,0,0,0,0,0,0,4.4028,5.2197,4.4235,8.0379,3,1,0.36,1.2991
3,293000013,42.24751,1,15,27,22,2,5,14,9,3,9,7,7,19,5.2632,1,-0.0008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.002,0,0,0,0,0,0,0,0,0,0,4.4031,5.2305,4.4236,6.8712,3,1,0.37,1.4904
3,294000003,42.38982,1,15,27,22,2,5,14,9,3,9,7,7,19,5.2632,1,0.1423,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3368,0,0,0,0,0,0,0,0,0,0,4.4035,5.2358,4.4236,7.9103,3,1,0.37,1.5448
2,294000043,42.39367,1,15,27,22,2,5,14,9,3,9,7,1,19,5.2632,1,0.0032,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0075,0,0,0,0,0,0,0,0,0,0,4.4044,5.2358,4.4237,0,3,1,0.38,0.8848
1,294000053,42.38182,1,15,27,22,2,5,14,9,3,9,7,2,19,5.2632,1,-0.0118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0279,0,0,0,0,0,0,0,0,0,0,4.4049,5.2305,4.4239,4.7218,2,0.81,0.38,0.8243
1,294000063,42.37495,1,15,27,22,2,5,14,9,3,9,7,2,19,5.2632,1,-0.0069,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0162,0,0,0,0,0,0,0,0,0,0,4.4049,5.2197,4.4241,4.375,1,0.61,0.37,0.199
2,295000003,42.49621,1,15,27,22,2,5,14,9,3,9,7,2,19,5.2632,1,0.1213,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2862,0,0,0,0,0,0,0,0,0,0,4.405,5.209,4.4241,1.0563,1,0.41,0.37,1.0938
2,295000013,42.49698,1,15,27,22,2,5,14,9,3,9,7,8,19,5.2632,1,0.0008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0018,0,0,0,0,0,0,0,0,0,0,4.405,5.2197,4.4244,5.8054,2,0.21,0.37,0.9421
3,295000023,42.49914,1,15,27,22,2,5,14,9,3,9,7,3,19,5.2632,1,0.0022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0051,0,0,0,0,0,0,0,0,0,0,4.405,5.209,4.4245,5.0279,2,0,0.36,1.3815
3,296000023,41.78002,1,15,27,22,2,5,14,9,3,9,7,4,19,5.2632,1,-0.7191,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.6921,0,0,0,0,0,0,0,0,0,0,4.4055,5.2197,4.4247,7.3728,3,0.21,0.37,1.2691
3,296000033,41.78808,1,15,27,22,2,5,14,9,3,9,7,7,19,5.2632,1,0.0081,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0193,0,0,0,0,0,0,0,0,0,0,4.406,5.2305,4.4248,6.7885,3,0.41,0.37,1.248
3,297000003,41.92623,1,15,27,22,2,5,14,9,3,9,7,7,19,5.2632,1,0.1381,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3306,0,0,0,0,0,0,0,0,0,0,4.4062,5.2358,4.425,6.7025,3,0.61,0.38,1.947
3,297000013,41.96874,1,15,27,22,2,5,14,9,3,9,7,5,19,5.2632,1,0.0425,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1014,0,0,0,0,0,0,0,0,0,0,4.4063,5.2411,4.4248,10.502,3,0.81,0.39,2.4407
3,297000023,41.96846,1,15,27,22,2,5,14,9,3,9,7,2,19,5.2632,1,-0.0003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0007,0,0,0,0,0,0,0,0,0,0,4.4067,5.2627,4.4248,13.1783,3,1,0.39,1.527
3,297000033,41.97168,1,15,27,22,2,5,14,9,3,9,7,6,19,5.2632,1,0.0032,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0077,0,0,0,0,0,0,0,0,0,0,4.4071,5.2843,4.4248,8.2551,3,1,0.4,1.741
3,300000003,49.49891,1,15,27,22,2,5,14,9,3,9,7,7,19,5.2632,1,7.5272,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.9341,0,0,0,0,0,0,0,0,0,0,4.4072,5.3161,4.4249,9.4308,3,1,0.4,1.5907
3,300000013,49.49982,1,15,27,22,2,5,14,9,3,9,7,7,19,5.2632,1,0.0009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0018,0,0,0,0,0,0,0,0,0,0,4.4072,5.3479,4.4249,8.6296,3,1,0.41,1.5479
3,301000003,51.20569,1,15,27,22,2,5,14,9,3,9,7,8,19,5.2632,1,1.7059,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.4462,0,0,0,0,0,0,0,0,0,0,4.4076,5.3695,4.425,8.4036,3,1,0.41,1.7876
3,301000023,51.2073,1,15,27,22,2,5,14,9,3,9,7,4,19,5.2632,1,0.0016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0031,0,0,0,0,0,0,0,0,0,0,4.4079,5.3911,4.425,9.725,3,1,0.42,1.1938
3,302000013,51.39699,1,15,27,22,2,5,14,9,3,9,7,10,19,5.2632,1,0.1897,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3704,0,0,0,0,0,0,0,0,0,0,4.4081,5.3938,4.4252,6.5051,3,1,0.42,1.3148
3,302000033,51.39839,1,15,27,22,2,5,14,9,3,9,7,7,19,5.2632,1,0.0014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0027,0,0,0,0,0,0,0,0,0,0,4.4082,5.3965,4.4253,7.1722,3,1,0.43,1.9091
2,302000043,51.3992,1,15,27,22,2,5,14,9,3,9,7,4,19,5.2632,1,0.0008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0016,0,0,0,0,0,0,0,0,0,0,4.4086,5.4101,4.4254,10.4443,3,1,0.43,1.0094
2,303000043,51.67045,1,15,27,23,2,5,15,9,4,10,7,14,19,5.2632,1,0.2713,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,1,1,1,1,0.5277,0,0,0,4.5455,0,0,7.1429,0,33.3333,11.1111,4.409,5.4236,4.4254,5.5365,2,0.81,0.43,0.9843
